id,firstname,lastname,full_name,birthday,age,weight,height,foot,club,national_team,country_of_birth,city_of_birth,position,role,status,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name,image_url,matches_played,total_shots,accurate_shots,shot_accuracy,goals,shot_conversion,penalties_taken,penalties_scored,penalty_conversion,total_passes,accurate_passes,pass_accuracy,key_passes,assists,run_attempts_with_ball,successful_runs_with_ball,perc_successful_runs_with_ball,crosses,dribbles,free_kick_shots,free_kick_crosses,aerial_duels,aerial_duels_won,perc_aerial_duels_won,ground_defensive_duels_won,loose_ball_duels,loose_balls_won,perc_loose_balls_won,sliding_tackles,interceptions,clearances,blocks,possession_regained,own_goals,gk_balls_attacked,gk_save_attempts,gk_successful_save_attempts,perc_gk_save_success,cluster,top_knn_ids
393284,charles,traore,charles traore,1992-01-01,24,74,180,left,esperance sportive troyes aube champagne,,France,Aulnay-sous-Bois,DF,LB,Active,800000.0,3000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/394906-1596556611.jpg?lm=1,34.0,10.0,3.0,30.0%,0.0,0.0%,0.0,0.0,0.0%,1349.0,1048.0,77.7%,9.0,3.0,22.0,22.0,100.0%,23.0,22.0,0.0,0.0,99.0,45.0,45.5%,54.0,87.0,40.0,46.0%,11.0,216.0,0.0,13.0,229.0,0.0,0.0,0.0,0.0,0.0%,9,[ 70451   7853 143566 143566 143566 143566  93000   4424   3534 120717]
77,niklas,moisander,niklas moisander,1985-09-29,31,75,183,left,sv werder bremen,,Finland,Turku,DF,CB,Active,300000.0,6500000.0,2023-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/5017-1535124028.jpg?lm=1,25.0,14.0,6.0,42.9%,2.0,14.3%,0.0,0.0,0.0%,1416.0,1247.0,88.1%,1.0,0.0,7.0,7.0,100.0%,4.0,12.0,0.0,0.0,84.0,39.0,46.4%,38.0,60.0,43.0,71.7%,17.0,163.0,0.0,5.0,182.0,1.0,0.0,0.0,0.0,0.0%,11,[ 25883  25557   3788  14778 352988  29474  25726 231138 134502   4360]
91,charlison,benschop,charlison benschop,1989-08-21,27,91,191,right,hannover 96,,Netherlands Antilles,Willemstad,FW,CF,Active,350000.0,2000000.0,2023-06-30 00:00:00,NOACK SPORTS GmbH,https://img.a.transfermarkt.technology/portrait/header/66783-1567020291.jpg?lm=1,7.0,5.0,1.0,20.0%,1.0,20.0%,0.0,0.0,0.0%,52.0,38.0,73.1%,0.0,0.0,0.0,0.0,0.0%,0.0,1.0,0.0,0.0,16.0,7.0,43.8%,2.0,11.0,5.0,45.5%,1.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0%,19,[337799 272436 391439 104745 351808  70379  26033 263591 145014 216568]
99,przemyslaw,tyton,przemyslaw tyton,1987-01-04,29,83,194,right,real club deportivo de la coruna,,Poland,Zamosc,GK,GK,Active,300000.0,5000000.0,2024-06-30 00:00:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/33210-1618656372.jpg?lm=1,2.0,0.0,0.0,0.0%,0.0,0.0%,0.0,0.0,0.0%,13.0,12.0,92.3%,0.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0,0.0%,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,20.0%,20,[ 20771 229078  14794  21128 333477   6363 149050  20606 286981 190168]
102,marcelo antonio,guedes filho,marcelo antonio guedes filho,1987-05-20,29,85,191,right,olympique lyonnais,,Brazil,São Vicente,DF,CB,Active,800000.0,9000000.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/52920-1437558077.jpg?lm=1,35.0,20.0,9.0,45.0%,3.0,15.0%,0.0,0.0,0.0%,2070.0,1863.0,90.0%,2.0,1.0,2.0,1.0,50.0%,1.0,1.0,0.0,0.0,204.0,150.0,73.5%,55.0,84.0,50.0,59.5%,9.0,227.0,0.0,2.0,236.0,1.0,0.0,0.0,0.0,0.0%,17,[  5472   3276  25553   4303  14991 344068   8833 225996  70959 138408]
110,jetro,willems,jetro willems,1994-03-30,22,65,169,left,eintracht frankfurt,,Netherlands,Rotterdam,DF,LB,Active,800000.0,10000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/146258-1657044927.jpg?lm=1,23.0,17.0,7.0,41.2%,0.0,0.0%,0.0,0.0,0.0%,576.0,441.0,76.6%,14.0,2.0,9.0,9.0,100.0%,20.0,42.0,2.0,12.0,46.0,18.0,39.1%,41.0,56.0,27.0,48.2%,8.0,99.0,0.0,17.0,117.0,0.0,0.0,0.0,0.0,0.0%,9,[ 21550  56009    454  25532  22107 135901  25457 134540   8292 215281]
131184,ali adnan kadhim,al tameemi,ali adnan kadhim al tameemi,1993-12-19,23,78,186,left,udinese calcio,,Iraq,"---, Baghdad",DF,LB,Active,250000.0,3800000.0,2023-06-30 00:00:00,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/261611-1660221576.png?lm=1,23.0,6.0,2.0,33.3%,0.0,0.0%,0.0,0.0,0.0%,639.0,477.0,74.6%,7.0,1.0,12.0,11.0,91.7%,24.0,32.0,1.0,4.0,98.0,55.0,56.1%,39.0,55.0,24.0,43.6%,7.0,159.0,0.0,10.0,170.0,1.0,0.0,0.0,0.0,0.0%,9,[ 26495  24838  15772  26945 101742  29588 203113 343685  20842 214628]
114,kevin,strootman,kevin strootman,1990-02-13,26,78,186,left,as roma,,Netherlands,Ridderkerk,MD,CM,Active,1300000.0,28000000.0,2024-06-30 00:00:00,SEG,https://img.a.transfermarkt.technology/portrait/header/68864-1661426336.jpg?lm=1,32.0,21.0,6.0,28.6%,1.0,4.8%,0.0,0.0,0.0%,1392.0,1203.0,86.4%,5.0,0.0,11.0,10.0,90.9%,14.0,20.0,0.0,2.0,64.0,32.0,50.0%,40.0,100.0,45.0,45.0%,15.0,91.0,0.0,8.0,117.0,0.0,0.0,0.0,0.0,0.0%,1,[ 25888  11152  14754  28291 272440  37739 346195 260002  40726   3470]
118,memphis,depay,memphis depay,1994-02-13,22,78,176,right,olympique lyonnais,,Netherlands,Moordrecht,FW,CF,Active,16000000.0,55000000.0,2025-06-30 00:00:00,TEAM DEPAY,https://img.a.transfermarkt.technology/portrait/header/167850-1668167349.jpg?lm=1,36.0,82.0,37.0,45.1%,15.0,18.3%,2.0,2.0,100.0%,1116.0,901.0,80.7%,14.0,9.0,48.0,46.0,95.8%,25.0,107.0,8.0,11.0,48.0,9.0,18.8%,15.0,93.0,33.0,35.5%,3.0,47.0,0.0,36.0,67.0,0.0,0.0,0.0,0.0,0.0%,4,[   118  25707    118    118 300485  40810  25622  25860  21385  21077]
118,memphis,depay,memphis depay,1994-02-13,22,78,176,right,olympique lyonnais,,Netherlands,Moordrecht,FW,CF,Active,16000000.0,55000000.0,2025-06-30 00:00:00,TEAM DEPAY,https://img.a.transfermarkt.technology/portrait/header/167850-1668167349.jpg?lm=1,36.0,82.0,37.0,45.1%,15.0,18.3%,2.0,2.0,100.0%,1116.0,901.0,80.7%,14.0,9.0,48.0,46.0,95.8%,25.0,107.0,8.0,11.0,48.0,9.0,18.8%,15.0,93.0,33.0,35.5%,3.0,47.0,0.0,36.0,67.0,0.0,0.0,0.0,0.0,0.0%,4,[   118  25707    118    118 300485  40810  25622  25860  21385  21077]
118,memphis,depay,memphis depay,1994-02-13,22,78,176,right,olympique lyonnais,,Netherlands,Moordrecht,FW,CF,Active,16000000.0,55000000.0,2025-06-30 00:00:00,TEAM DEPAY,https://img.a.transfermarkt.technology/portrait/header/167850-1668167349.jpg?lm=1,36.0,82.0,37.0,45.1%,15.0,18.3%,2.0,2.0,100.0%,1116.0,901.0,80.7%,14.0,9.0,48.0,46.0,95.8%,25.0,107.0,8.0,11.0,48.0,9.0,18.8%,15.0,93.0,33.0,35.5%,3.0,47.0,0.0,36.0,67.0,0.0,0.0,0.0,0.0,0.0%,4,[   118  25707    118    118 300485  40810  25622  25860  21385  21077]
118,memphis,depay,memphis depay,1994-02-13,22,78,176,right,olympique lyonnais,,Netherlands,Moordrecht,FW,CF,Active,16000000.0,55000000.0,2025-06-30 00:00:00,TEAM DEPAY,https://img.a.transfermarkt.technology/portrait/header/167850-1668167349.jpg?lm=1,36.0,82.0,37.0,45.1%,15.0,18.3%,2.0,2.0,100.0%,1116.0,901.0,80.7%,14.0,9.0,48.0,46.0,95.8%,25.0,107.0,8.0,11.0,48.0,9.0,18.8%,15.0,93.0,33.0,35.5%,3.0,47.0,0.0,36.0,67.0,0.0,0.0,0.0,0.0,0.0%,4,[   118  25707    118    118 300485  40810  25622  25860  21385  21077]
118,memphis,depay,memphis depay,1994-02-13,22,78,176,right,olympique lyonnais,,Netherlands,Moordrecht,FW,CF,Active,16000000.0,55000000.0,2025-06-30 00:00:00,TEAM DEPAY,https://img.a.transfermarkt.technology/portrait/header/167850-1668167349.jpg?lm=1,36.0,82.0,37.0,45.1%,15.0,18.3%,2.0,2.0,100.0%,1116.0,901.0,80.7%,14.0,9.0,48.0,46.0,95.8%,25.0,107.0,8.0,11.0,48.0,9.0,18.8%,15.0,93.0,33.0,35.5%,3.0,47.0,0.0,36.0,67.0,0.0,0.0,0.0,0.0,0.0%,4,[   118  25707    118    118 300485  40810  25622  25860  21385  21077]
118,memphis,depay,memphis depay,1994-02-13,22,78,176,right,olympique lyonnais,,Netherlands,Moordrecht,FW,CF,Active,16000000.0,55000000.0,2025-06-30 00:00:00,TEAM DEPAY,https://img.a.transfermarkt.technology/portrait/header/167850-1668167349.jpg?lm=1,36.0,82.0,37.0,45.1%,15.0,18.3%,2.0,2.0,100.0%,1116.0,901.0,80.7%,14.0,9.0,48.0,46.0,95.8%,25.0,107.0,8.0,11.0,48.0,9.0,18.8%,15.0,93.0,33.0,35.5%,3.0,47.0,0.0,36.0,67.0,0.0,0.0,0.0,0.0,0.0%,4,[   118  25707    118    118 300485  40810  25622  25860  21385  21077]
118,memphis,depay,memphis depay,1994-02-13,22,78,176,right,olympique lyonnais,,Netherlands,Moordrecht,FW,CF,Active,16000000.0,55000000.0,2025-06-30 00:00:00,TEAM DEPAY,https://img.a.transfermarkt.technology/portrait/header/167850-1668167349.jpg?lm=1,36.0,82.0,37.0,45.1%,15.0,18.3%,2.0,2.0,100.0%,1116.0,901.0,80.7%,14.0,9.0,48.0,46.0,95.8%,25.0,107.0,8.0,11.0,48.0,9.0,18.8%,15.0,93.0,33.0,35.5%,3.0,47.0,0.0,36.0,67.0,0.0,0.0,0.0,0.0,0.0%,4,[   118  25707    118    118 300485  40810  25622  25860  21385  21077]
118,memphis,depay,memphis depay,1994-02-13,22,78,176,right,olympique lyonnais,,Netherlands,Moordrecht,FW,CF,Active,16000000.0,55000000.0,2025-06-30 00:00:00,TEAM DEPAY,https://img.a.transfermarkt.technology/portrait/header/167850-1668167349.jpg?lm=1,36.0,82.0,37.0,45.1%,15.0,18.3%,2.0,2.0,100.0%,1116.0,901.0,80.7%,14.0,9.0,48.0,46.0,95.8%,25.0,107.0,8.0,11.0,48.0,9.0,18.8%,15.0,93.0,33.0,35.5%,3.0,47.0,0.0,36.0,67.0,0.0,0.0,0.0,0.0,0.0%,4,[   118  25707    118    118 300485  40810  25622  25860  21385  21077]
122,dries,mertens,dries mertens,1987-05-06,29,61,169,right,ssc napoli,belgium,Belgium,Leuven,FW,CF,Active,3300000.0,32000000.0,2024-06-30 00:00:00,Stirr Associates,https://img.a.transfermarkt.technology/portrait/header/56416-1671109411.png?lm=1,49.0,120.0,49.0,40.8%,14.0,11.7%,5.0,4.0,80.0%,1177.0,896.0,76.1%,36.0,7.0,16.0,13.0,81.2%,23.0,96.0,3.0,0.0,44.0,6.0,13.6%,29.0,95.0,31.0,32.6%,8.0,55.0,0.0,47.0,87.0,0.0,0.0,0.0,0.0,0.0%,4,[ 89186  28115 120353   7972  26638   3840  25776  25770   8278  11066]
123,ola,toivonen,ola toivonen,1986-07-03,30,78,192,right,toulouse fc,sweden,Sweden,Degerfors,FW,AM,Active,,9000000.0,,Neverland Management,https://img.a.transfermarkt.technology/portrait/header/36500-1665126887.jpg?lm=1,28.0,20.0,6.0,30.0%,1.0,5.0%,0.0,0.0,0.0%,353.0,260.0,73.7%,4.0,1.0,4.0,4.0,100.0%,3.0,5.0,1.0,0.0,144.0,63.0,43.8%,9.0,79.0,25.0,31.6%,2.0,27.0,0.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0%,10,[252589  26381  91519  26543 338201  26167   7970 215130  21861  26124]
130,stefan,de vrij,stefan de vrij,1992-02-05,24,78,189,right,ss lazio,,Netherlands,Ouderkerk aan den IJssel,DF,CB,Active,10000000.0,60000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/111196-1663572651.jpg?lm=1,36.0,12.0,8.0,66.7%,6.0,50.0%,0.0,0.0,0.0%,1507.0,1398.0,92.8%,1.0,0.0,4.0,4.0,100.0%,0.0,7.0,0.0,0.0,75.0,49.0,65.3%,42.0,65.0,44.0,67.7%,9.0,246.0,0.0,2.0,256.0,0.0,0.0,0.0,0.0,0.0%,17,[208694  14715  26399   3335  25864 288663   3463   4272  41363  21639]
151,john,guidetti,john guidetti,1992-04-15,24,79,185,right,deportivo alaves,sweden,Sweden,Stockholm,FW,CF,Active,1200000.0,8000000.0,2025-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/98596-1647530426.jpg?lm=1,30.0,31.0,14.0,45.2%,3.0,9.7%,0.0,0.0,0.0%,395.0,292.0,73.9%,5.0,3.0,5.0,5.0,100.0%,8.0,15.0,1.0,0.0,110.0,37.0,33.6%,7.0,98.0,33.0,33.7%,3.0,29.0,0.0,12.0,54.0,0.0,0.0,0.0,0.0,0.0%,10,[343951  26124  14763 282772  20796 145692  32636   8686 338201 215130]
159,jeffrey,gouweleeuw,jeffrey gouweleeuw,1991-07-10,25,78,188,right,fc augsburg,,Netherlands,Heemskerk,DF,CB,Active,3500000.0,12000000.0,2024-06-30 00:00:00,SEG,https://img.a.transfermarkt.technology/portrait/header/106405-1658599599.jpg?lm=1,27.0,14.0,2.0,14.3%,0.0,0.0%,0.0,0.0,0.0%,1098.0,898.0,81.8%,1.0,0.0,5.0,5.0,100.0%,6.0,16.0,0.0,0.0,139.0,72.0,51.8%,64.0,99.0,43.0,43.4%,12.0,156.0,0.0,2.0,171.0,0.0,0.0,0.0,0.0,0.0%,17,[ 11095  70507  49856   8488   3309   8889   3970   3695 215036   3496]
32959,peter,pekarik,peter pekarik,1986-10-30,30,70,176,right,hertha bsc,slovakia,CSSR,Žilina,DF,RB,Active,500000.0,3500000.0,2023-06-30 00:00:00,ROGON,https://img.a.transfermarkt.technology/portrait/header/51100-1657098478.jpg?lm=1,21.0,9.0,3.0,33.3%,0.0,0.0%,0.0,0.0,0.0%,734.0,597.0,81.3%,7.0,2.0,22.0,22.0,100.0%,14.0,14.0,0.0,0.0,42.0,19.0,45.2%,27.0,57.0,23.0,40.4%,20.0,92.0,0.0,7.0,113.0,0.0,0.0,0.0,0.0,0.0%,13,[ 14888 489488  15798   1712    160 257028   4786  29748  16884  26285]
32968,nordin,amrabat,nordin amrabat,1987-03-31,29,77,178,right,,morocco,Netherlands,Naarden,FW,RW,Active,500000.0,6000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/55619-1447239006.jpg?lm=1,36.0,42.0,18.0,42.9%,2.0,4.8%,0.0,0.0,0.0%,581.0,387.0,66.6%,13.0,2.0,37.0,37.0,100.0%,24.0,86.0,0.0,0.0,75.0,23.0,30.7%,14.0,136.0,42.0,30.9%,3.0,38.0,0.0,23.0,64.0,0.0,0.0,0.0,0.0,0.0%,3,[ 15198  15191 448079  21296  86338 209028  25898   3451 354547 301017]
131321,christian,kouakou yao,christian kouakou yao,1991-03-01,25,72,182,right,stade malherbe caen,,Cote d'Ivoire,Abidjan,FW,LW,Active,75000.0,1000000.0,,Dzair Soccer Agency,https://img.a.transfermarkt.technology/portrait/header/230221-1576693627.png?lm=1,19.0,23.0,6.0,26.1%,1.0,4.3%,0.0,0.0,0.0%,146.0,105.0,71.9%,1.0,1.0,6.0,6.0,100.0%,5.0,17.0,0.0,0.0,22.0,4.0,18.2%,13.0,40.0,14.0,35.0%,1.0,27.0,0.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0%,18,[ 62743   8421  37836  24024 337775  25616 132972 284476 497355 127719]
254,roberto jose,rosales altuve,roberto jose rosales altuve,1988-11-20,28,71,175,right,malaga club de futbol,,Venezuela,Caracas,DF,RB,Active,450000.0,5000000.0,2023-05-31 00:00:00,Feeling Soccer,https://img.a.transfermarkt.technology/portrait/header/49500-1447239557.jpg?lm=1,35.0,14.0,3.0,21.4%,1.0,7.1%,0.0,0.0,0.0%,1475.0,1132.0,76.7%,12.0,0.0,7.0,7.0,100.0%,39.0,28.0,2.0,15.0,110.0,62.0,56.4%,73.0,78.0,34.0,43.6%,28.0,191.0,0.0,20.0,225.0,0.0,0.0,0.0,0.0,0.0%,13,[  8336   8313  28908 341973   9279  94695  14798  21001  82340 228963]
261,nacer,chadli,nacer chadli,1989-08-02,27,80,187,right,west bromwich albion fc,belgium,Belgium,Liège,MD,LW,Active,2500000.0,15000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/59631-1664281563.jpg?lm=1,11.0,5.0,3.0,60.0%,1.0,20.0%,0.0,0.0,0.0%,237.0,196.0,82.7%,2.0,1.0,6.0,5.0,83.3%,9.0,9.0,1.0,1.0,21.0,9.0,42.9%,5.0,11.0,3.0,27.3%,0.0,16.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0%,5,[ 77557 366193 349687 245807 278513  16027  25865 149846 443324 246633]
295176,robin,gosens,robin gosens,1994-06-05,22,76,183,left,atalanta bergamasca calcio,,Germany,Emmerich,DF,LM,Active,18000000.0,35000000.0,2026-06-30 00:00:00,MVP United,https://img.a.transfermarkt.technology/portrait/header/273132-1616511080.jpg?lm=1,21.0,10.0,2.0,20.0%,1.0,10.0%,0.0,0.0,0.0%,744.0,601.0,80.8%,6.0,1.0,14.0,13.0,92.9%,14.0,21.0,0.0,1.0,29.0,18.0,62.1%,34.0,48.0,22.0,45.8%,26.0,77.0,0.0,11.0,104.0,0.0,0.0,0.0,0.0,0.0%,9,[135901 134540  15014   3434   4452   3667  22107 215281  56009  21550]
229697,yacine,bammou,yacine bammou,1991-09-11,25,78,188,right,fc nantes,,France,Paris,FW,CF,Active,500000.0,2000000.0,2023-01-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/276255-1567777247.png?lm=1,16.0,20.0,8.0,40.0%,3.0,15.0%,0.0,0.0,0.0%,245.0,188.0,76.7%,1.0,0.0,7.0,7.0,100.0%,6.0,9.0,0.0,0.0,38.0,13.0,34.2%,5.0,32.0,9.0,28.1%,0.0,42.0,0.0,11.0,47.0,0.0,0.0,0.0,0.0,0.0%,15,[225324 165431 347593  38094 229124 221039  26044  55224  94650 454388]
65880,andre,ramalho silva,andre ramalho silva,1992-02-16,24,78,182,right,,,Brazil,Ibiúna,DF,CB,Active,3500000.0,4500000.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/175792-1601103310.png?lm=1,3.0,0.0,0.0,0.0%,0.0,0.0%,0.0,0.0,0.0%,16.0,13.0,81.2%,0.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,2.0,0.0,0.0%,3.0,1.0,1.0,100.0%,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0%,12,[ 65254 551398  18974 400549 413002   3372   8761 247150 247169   8583]
16443,leon-aderemi,balogun,leon-aderemi balogun,1988-06-28,28,81,190,right,brighton & hove albion fc,nigeria,Germany,Berlin,DF,CB,Active,400000.0,2000000.0,2023-06-30 00:00:00,Avid Sports Group,https://img.a.transfermarkt.technology/portrait/header/56100-1501159169.jpg?lm=1,17.0,6.0,4.0,66.7%,0.0,0.0%,0.0,0.0,0.0%,546.0,439.0,80.4%,0.0,0.0,8.0,7.0,87.5%,1.0,11.0,0.0,0.0,89.0,53.0,59.6%,49.0,42.0,21.0,50.0%,14.0,111.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0%,7,[  3407   6365 134392 278288  29291  99661   8136    284 410062  22883]
